0,4,59
2,4,103
2,4,83
1,4,117
2,4,90
1,4,111
2,4,71
2,4,100
1,4,125
2,4,73
2,4,82
2,4,96
1,4,134
1,4,92
1,4,125
1,4,106
2,4,51
2,4,105
1,4,145
1,4,135
1,4,142
1,4,96
2,4,94
1,4,57
1,4,68
1,4,79
2,4,114
1,4,146
1,4,145
1,4,123
2,4,62
1,4,119
1,4,149
1,4,76
1,4,87
1,4,67
2,4,129
1,4,101
2,4,59
2,4,116
2,4,130
1,4,122
1,4,129
2,4,68
2,4,145
2,4,109
1,4,95
1,4,88
1,4,61
1,4,130
2,4,137
1,4,110
2,4,126
2,4,64
2,4,140
2,4,99
1,4,67
2,4,101
2,4,122
1,4,87
2,4,131
2,4,121
1,4,95
2,4,141
2,4,71
2,4,127
2,4,92
2,4,90
2,4,114
2,4,125
1,4,58
1,4,67
2,4,103
1,4,53
2,4,103
1,4,124
2,4,92
2,4,118
2,4,135
2,4,87
1,4,124
1,4,104
2,4,80
2,4,80
2,4,132
1,4,137
2,4,122
1,4,51
1,4,132
2,4,146
2,4,102
1,4,129
1,4,144
1,4,88
1,4,91
2,4,86
2,4,72
1,4,116
2,4,134
1,4,70
2,4,110
2,4,126
1,4,83
2,4,86
1,4,56
1,4,79
1,4,150
1,4,144
2,4,118
1,4,101
2,4,131
1,4,128
2,4,76
2,4,93
1,4,71
1,4,113
1,4,144
1,4,51
2,4,124
2,4,135
2,4,144
1,4,98
2,4,112
2,4,112
1,4,148
1,4,82
1,4,93
1,4,115
2,4,61
2,4,138
1,4,112
2,4,60
1,4,76
1,4,148
1,4,93
2,4,66
1,4,122
1,4,127
2,4,136
2,4,72
1,4,127
1,4,85
1,4,128
1,4,104
2,4,137
2,4,85
1,4,100
2,4,106
2,4,132
2,4,93
2,4,78
1,4,75
2,4,61
1,4,76
1,4,139
1,4,64
2,4,61
2,4,140
1,4,137
2,4,62
2,4,147
1,4,70
2,4,98
1,4,135
1,4,98
1,4,60
1,4,84
1,4,77
1,4,93
2,4,114
2,4,50
2,4,121
1,4,54
1,4,98
2,4,98
2,4,128
1,4,101
2,4,70
2,4,63
1,4,87
2,4,124
2,4,82
2,4,136
1,4,52
2,4,79
1,4,138
2,4,81
2,4,138
2,4,88
2,4,117
1,4,120
2,4,50
2,4,139
1,4,115
2,4,76
2,4,80
1,4,136
1,4,76
1,4,107
2,4,72
1,4,127
2,4,126
2,4,99
1,4,82
1,4,99
1,4,120
1,4,63
1,4,68
2,4,108
1,4,86
1,4,144
2,4,82
2,4,55
1,4,97
2,4,84
2,4,72
1,4,112
1,4,147
2,4,107
1,4,101
1,4,71
2,4,106
1,4,101
2,4,55
2,4,139
1,4,91
